,ADM,AXP,DIS,FDX,IBM,INTC,KO,MAT,MSFT,PG
2005-01-03,21.96,48.958,27.3229,97.4,97.75,23.07,20.77,19.17,26.74,55.19
2005-01-10,21.72,48.2224,27.0286,95.66,96.7,22.61,20.48,19.19,26.84,54.5
2005-01-17,21.71,46.7338,26.6951,95.41,95.0,22.54,20.58,18.88,26.73,56.3
2005-01-24,23.19,46.5849,28.1961,93.85,94.9,22.94,20.625,19.3,26.32,55.99
2005-01-31,22.65,46.7951,28.255,94.51,92.19,22.26,20.62,18.63,26.02,55.73
2005-02-07,23.99,49.6936,28.255,95.72,93.86,22.63,20.71,19.63,26.39,52.87
2005-02-14,23.73,48.2224,29.2753,96.79,94.13,23.41,21.325,20.94,26.24,51.98
2005-02-21,24.4,47.7233,29.0202,97.18,94.33,24.47,21.325,20.78,25.93,53.48
2005-02-28,24.91,47.0928,27.892,95.64,92.32,23.76,21.395,20.5,25.23,52.25
2005-03-07,24.39,47.9948,27.941,98.1,93.3,24.62,21.635,20.94,25.28,53.51
2005-03-14,24.88,47.6532,27.9901,100.73,92.13,24.8,21.71,21.0,25.4,53.35
2005-03-21,24.6,46.8476,28.0587,98.63,91.38,23.88,21.12,20.67,24.91,52.92
2005-03-28,23.7,44.816,27.2543,94.65,89.5,23.02,20.7,20.35,23.99,52.05
2005-04-04,24.42,44.5797,27.372,93.21,90.6,23.15,20.695,21.24,23.92,51.86
2005-04-11,24.0,44.9562,27.9999,92.89,89.57,23.13,20.93,20.96,24.47,54.0
2005-04-18,21.81,45.8144,27.6075,91.82,85.75,23.22,21.165,20.86,25.32,55.52
2005-04-25,20.5,44.2644,26.6362,85.05,75.48,22.63,21.2,18.93,24.63,54.33
2005-05-02,21.12,45.1402,26.2928,84.63,75.43,23.32,21.48,18.33,24.76,53.37
2005-05-09,19.05,46.4098,25.7532,84.88,76.47,23.83,21.88,18.04,25.36,54.9
2005-05-16,19.28,45.9545,26.44,86.45,73.3,24.67,22.115,18.01,24.9,54.88
2005-05-23,19.53,46.1735,26.7637,87.53,74.29,25.7,22.2,18.34,25.46,55.63
2005-05-30,20.09,46.4187,27.1365,88.68,75.81,26.96,22.51,18.68,25.76,56.0
2005-06-06,19.85,47.303,26.9207,89.42,75.55,26.96,22.315,18.18,25.8,55.15
2005-06-13,20.69,47.8722,26.7735,89.96,75.04,26.86,22.055,18.29,25.51,55.45
2005-06-20,20.96,48.1611,27.1169,85.17,74.89,27.15,21.865,18.37,25.36,54.39
2005-06-27,21.53,47.9422,26.2241,88.23,76.41,27.18,21.84,18.47,25.15,54.33
2005-07-04,21.29,47.3468,25.3706,81.56,75.3,26.33,21.435,17.97,25.07,53.33
2005-07-11,21.23,47.3205,24.5661,83.0,74.79,26.68,21.2,18.48,24.98,52.75
2005-07-18,20.9,47.3293,24.9291,82.7,80.04,27.75,21.41,18.88,25.61,53.94
2005-07-25,21.74,46.8915,25.2725,82.16,83.7,28.71,21.665,18.66,26.16,54.88
2005-08-01,21.86,47.5306,25.3902,84.65,84.12,26.89,21.845,18.51,25.54,55.11
2005-08-08,21.93,48.5639,25.0763,85.5,83.31,27.56,22.14,18.65,26.81,55.36
2005-08-15,20.56,48.6778,25.6453,84.63,83.5,26.9,22.05,18.21,27.35,53.94
2005-08-22,20.66,49.0893,25.763,84.36,81.3,26.0,21.65,17.86,26.74,53.58
2005-08-29,22.32,49.0368,25.3117,82.51,82.03,25.72,22.095,17.66,26.87,55.4
2005-09-05,22.34,48.3363,24.8114,81.37,80.54,25.57,21.695,17.85,27.18,55.4
2005-09-12,23.76,49.9388,24.6937,81.35,81.02,25.7,22.26,18.13,27.0,56.57
2005-09-19,22.93,50.5604,24.3405,80.02,80.75,24.9,21.83,18.39,26.48,55.54
2005-09-26,22.39,51.2259,23.3005,77.0,78.7,24.48,21.45,16.84,25.84,56.04
2005-10-03,23.61,49.6497,22.9179,84.35,77.99,23.83,21.165,16.56,25.34,57.1
2005-10-10,25.0,49.93,24.0952,85.59,80.11,24.5,21.52,16.46,24.98,58.08
2005-10-17,24.01,49.18,23.3202,88.29,83.19,23.42,20.83,16.18,24.41,56.01
2005-10-24,24.42,47.89,22.9473,88.09,83.48,23.72,20.875,15.15,24.57,55.35
2005-10-31,23.98,49.72,23.0749,91.09,83.36,23.11,21.23,15.04,25.03,55.59
2005-11-07,24.49,49.15,24.1933,91.73,81.59,22.65,21.325,15.15,25.96,55.25
2005-11-14,23.76,49.13,24.6838,94.27,83.15,24.55,21.07,15.29,27.05,55.71
2005-11-21,23.93,50.93,25.5668,94.06,85.53,25.08,21.23,15.09,27.5,56.0
2005-11-28,24.41,51.75,24.468,98.25,87.99,26.16,21.17,16.09,27.89,57.14
2005-12-05,24.24,52.13,24.6054,97.9,89.1,26.78,21.525,16.93,27.68,57.68
2005-12-12,23.65,51.5,25.037,99.01,89.14,26.67,21.27,16.41,27.69,57.41
2005-12-19,24.69,50.77,24.6544,98.55,83.71,26.89,20.48,16.74,27.13,58.51
2005-12-26,24.26,51.75,23.8107,98.49,82.48,25.81,20.61,16.15,26.86,58.21
2006-01-02,24.94,51.27,23.6832,104.25,82.99,25.46,20.485,16.0,26.46,58.6
2006-01-09,24.38,52.58,23.9382,103.32,82.06,25.57,20.45,15.5,26.84,58.78
2006-01-16,26.2,53.83,24.8408,101.99,84.07,26.12,20.825,15.44,27.0,58.85
2006-01-23,26.78,52.96,24.8997,98.19,83.16,25.54,20.515,15.0,26.99,58.65
2006-01-30,28.34,52.82,25.4981,101.22,80.85,21.28,20.45,14.86,26.27,57.87
2006-02-06,31.5,52.45,24.831,101.15,81.3,21.255,20.69,16.5,28.15,59.23
2006-02-13,29.99,52.07,26.1947,98.02,79.85,20.67,20.515,16.63,26.94,59.32
2006-02-20,30.9,53.51,26.2438,103.7,81.09,21.37,20.67,17.33,26.65,59.84
2006-02-27,31.19,53.86,26.646,105.04,80.5,20.62,20.925,17.03,26.54,60.88
2006-03-06,31.72,53.88,27.4603,107.24,80.24,20.6,20.985,16.85,26.87,59.93
2006-03-13,31.73,53.59,27.4799,112.0,80.29,20.06,20.9,16.74,27.04,60.3
2006-03-20,34.45,53.96,28.1176,114.76,82.88,19.76,21.395,17.33,27.23,60.01
2006-03-27,34.93,53.59,27.5682,113.22,83.81,19.78,21.375,17.3,27.74,59.03
2006-04-03,34.53,52.57,26.5773,112.62,82.43,19.58,21.08,17.98,27.21,57.53
2006-04-10,35.96,53.23,27.3818,116.92,83.45,19.5,21.04,17.45,27.64,58.0
2006-04-17,36.55,51.25,27.2445,116.06,81.16,19.16,20.645,17.36,27.13,56.49
2006-04-24,36.78,52.3,27.5584,115.28,83.31,19.39,20.65,16.91,27.22,56.16
2006-05-01,36.67,51.31,26.489,113.78,82.67,19.15,20.675,17.17,27.11,57.27
2006-05-08,41.9,52.53,27.3622,116.08,82.42,19.59,21.12,16.37,24.01,58.11
2006-05-15,45.22,53.57,29.0202,119.42,83.23,19.9,21.835,16.14,23.62,56.5
2006-05-22,44.13,52.98,29.7756,115.43,82.16,19.06,21.92,16.34,23.01,56.04
2006-05-29,40.05,52.22,29.6579,107.68,79.83,17.95,21.79,16.5,22.79,54.49
2006-06-05,40.86,53.8,29.6285,107.31,80.16,17.81,21.835,16.72,23.15,54.38
2006-06-12,41.84,53.26,29.9522,108.27,79.76,17.79,21.75,16.6,22.13,53.37
2006-06-19,38.21,52.22,27.7448,105.2,76.93,17.12,21.455,16.53,21.51,54.13
2006-06-26,39.39,52.73,28.6768,108.32,77.99,18.14,21.4,16.45,22.56,55.58
2006-07-03,39.35,52.31,28.8534,114.01,76.63,18.05,21.255,16.11,23.16,55.75
2006-07-10,43.03,53.66,29.4519,118.29,78.02,19.36,21.685,16.61,23.7,56.3
2006-07-17,43.65,52.49,29.6775,114.76,76.47,18.67,21.905,16.42,23.09,57.25
2006-07-24,41.06,50.95,28.5493,108.4,74.26,18.2,21.775,17.82,22.74,55.81
2006-07-31,41.85,50.84,28.9221,109.31,75.89,17.54,22.125,17.82,24.22,56.88
2006-08-07,43.9,52.11,28.7946,103.21,76.14,17.66,22.155,17.94,23.99,55.93
2006-08-14,41.42,52.27,28.4316,102.39,75.33,17.36,21.905,17.98,24.34,59.72
2006-08-21,41.02,52.81,29.0791,100.11,77.08,18.13,22.16,17.8,24.62,60.44
2006-08-28,41.5,53.09,29.0791,100.68,78.95,18.34,22.205,18.56,25.62,61.05
2006-09-04,41.23,52.55,28.5591,100.12,81.4,19.68,22.57,18.69,25.84,61.2
2006-09-11,42.04,52.65,29.2851,101.55,80.85,19.99,22.49,19.27,25.61,61.56
2006-09-18,37.17,52.61,29.6383,104.81,82.28,19.75,22.39,19.3,25.93,61.85
2006-09-25,38.48,53.41,29.8934,106.84,81.87,19.42,22.19,19.42,26.86,60.91
2006-10-02,38.74,55.96,30.482,109.57,82.5,19.96,22.32,19.78,27.2,62.48
2006-10-09,37.01,55.99,30.4133,109.54,81.65,20.57,22.28,19.89,27.37,62.3
2006-10-16,37.12,57.66,30.6586,113.05,84.19,20.89,22.03,20.52,27.69,62.723
2006-10-23,37.27,58.1,30.5114,115.82,86.95,20.9,21.895,21.7,28.44,62.25
2006-10-30,37.97,56.7,30.7861,115.29,91.49,21.62,23.515,22.48,28.28,62.88
2006-11-06,38.5,57.81,30.8646,114.54,92.33,21.34,23.36,22.63,28.71,63.39
2006-11-13,33.53,58.45,32.2283,115.03,92.75,20.8,23.46,23.26,28.95,64.11
2006-11-20,35.97,59.34,31.9144,115.5,93.29,21.88,23.275,23.65,29.42,63.2
2006-11-27,33.71,59.41,32.6011,117.58,93.08,21.57,23.495,23.09,29.92,63.26
2006-12-04,32.7,58.9,32.2676,115.9,91.35,20.98,23.34,22.32,29.39,63.07
2006-12-11,34.58,59.85,33.5528,117.48,94.48,21.12,24.0,22.24,29.13,63.51
2006-12-18,33.47,59.12,33.8863,114.7,94.12,20.73,24.45,22.08,29.43,63.7
2006-12-25,32.78,61.55,34.1905,114.0,96.0,20.66,24.385,22.65,29.99,64.39
2007-01-01,31.94,61.16,33.8765,107.42,95.66,20.15,24.275,22.89,29.99,64.19
2007-01-08,31.96,60.67,33.6214,108.62,97.15,20.25,24.125,22.66,29.86,64.27
2007-01-15,31.21,59.31,33.798,108.17,100.07,21.03,24.305,23.34,29.96,63.48
2007-01-22,31.02,59.13,34.3671,111.68,100.82,22.3,24.25,23.07,31.16,65.0
2007-01-29,32.63,57.54,34.9067,109.22,97.08,20.55,24.06,23.96,30.74,65.64
2007-02-05,31.48,58.01,34.3769,109.21,99.37,20.93,23.905,24.19,30.48,64.59
2007-02-12,34.04,58.06,34.524,115.0,99.85,21.31,24.025,25.39,29.51,64.59
2007-02-19,34.95,57.6,33.9354,113.54,98.29,20.87,24.105,26.42,29.01,64.71
2007-02-26,35.75,58.71,34.3867,118.29,99.35,21.18,23.89,26.93,28.83,64.88
2007-03-05,33.87,55.59,32.4736,113.72,93.96,20.07,23.195,26.2,27.88,61.25
2007-03-12,32.96,56.37,33.7195,112.57,93.8,19.37,23.465,27.06,27.83,62.94
2007-03-19,33.48,54.75,32.9837,112.69,92.71,19.12,23.53,27.38,26.72,61.17
2007-03-26,35.23,56.26,33.7294,112.66,94.5,18.99,23.81,28.15,27.84,62.28
2007-04-02,35.93,56.43,34.0041,110.05,94.73,19.06,24.01,28.26,27.72,63.27
2007-04-09,37.22,55.92,34.2591,107.63,96.1,19.31,24.495,28.57,27.87,62.9
2007-04-16,38.02,56.41,34.3278,108.33,96.46,20.68,25.04,29.24,28.4,63.21
2007-04-23,37.87,58.24,34.4848,108.55,97.12,20.98,25.785,28.3,28.85,63.9
2007-04-30,39.31,60.91,34.2493,107.15,98.49,21.94,25.855,28.24,28.79,63.73
2007-05-07,36.6,61.32,34.7987,106.11,103.17,21.8,26.32,28.59,30.42,62.96
2007-05-14,35.37,63.27,35.8583,108.72,103.29,22.15,26.535,28.66,30.75,61.75
2007-05-21,36.1,63.02,35.2598,106.85,104.83,22.01,26.23,29.3,30.93,62.07
2007-05-28,36.48,64.5,35.5836,104.49,106.7,22.99,25.74,29.19,30.69,63.0
2007-06-04,35.21,64.34,34.9165,108.49,105.91,22.31,26.09,28.41,30.8,63.813
2007-06-11,34.49,64.79,34.6025,110.5,105.84,21.96,26.16,27.42,30.58,63.46
2007-06-18,34.28,62.12,32.9249,107.05,102.34,22.2,25.57,25.72,29.85,62.16
2007-06-25,34.13,63.15,34.76,108.06,106.5,24.1,25.695,25.92,30.46,61.82
2007-07-02,32.76,61.33,34.06,111.69,105.33,23.38,25.975,25.14,29.52,61.19
2007-07-09,34.26,62.42,34.54,111.0,106.58,24.59,26.45,25.64,30.02,61.79
2007-07-16,35.79,60.3,33.89,112.81,108.63,24.97,26.05,25.06,29.33,61.03
2007-07-23,36.06,64.74,34.68,116.42,110.77,26.3299,26.585,26.46,30.7799,62.68
2007-07-30,36.14,61.17,34.75,113.39,116.17,24.529,26.61,24.54,30.8,62.96
2007-08-06,33.6,58.54,33.0,110.74,110.65,23.62,26.055,22.91,28.99,61.86
2007-08-13,34.67,60.43,34.55,111.31,113.53,24.1299,27.23,23.66,29.55,65.23
2007-08-20,33.15,57.3,32.36,107.57,112.05,23.8,27.07,23.0,28.27,63.72
2007-08-27,32.35,59.14,33.29,108.81,109.04,23.89,27.015,22.02,28.07,64.46
2007-09-03,32.09,57.35,33.2,107.78,112.0,23.96,26.63,21.43,27.93,64.7
2007-09-10,33.8,60.77,34.13,110.85,118.19,26.18,27.185,21.97,28.81,65.45
2007-09-17,32.7,59.37,33.49,108.63,117.35,25.66,27.83,21.9,28.93,66.99
2007-09-24,32.45,60.8,34.58,108.99,116.63,25.41,28.2029,23.35,28.93,68.68
2007-10-01,32.8,58.83,34.07,104.59,116.51,25.8901,28.51,23.4,29.5599,69.85
2007-10-08,33.24,60.62,34.77,106.5,118.36,26.38,28.96,24.08,29.7,70.73
2007-10-15,33.53,62.52,35.45,107.11,118.3,25.8399,28.94,22.75,30.0999,71.08
2007-10-22,34.85,60.23,35.01,104.89,119.6,25.48,28.88,22.04,30.32,70.82
2007-10-29,35.01,58.66,34.89,104.22,114.68,26.8,29.875,21.38,30.9,71.26
2007-11-05,35.38,60.3,34.29,103.23,114.12,26.27,30.865,20.47,35.57,68.95
2007-11-12,36.89,58.57,34.08,103.83,113.17,27.49,30.505,21.25,36.41,70.47
2007-11-19,37.37,59.16,33.01,101.95,105.27,26.14,30.52,21.19,34.46,71.57
2007-11-26,36.41,57.0,31.55,93.35,103.42,25.52,31.395,20.26,34.58,73.21
2007-12-03,35.7,55.62,31.72,93.21,103.83,25.11,31.49,20.98,33.06,73.13
2007-12-10,37.03,57.11,32.75,97.21,106.63,26.31,31.375,19.85,32.77,73.29
2007-12-17,37.27,54.56,31.76,97.67,106.99,26.93,31.485,20.19,34.1,73.84
2007-12-24,40.18,51.78,33.02,96.76,106.31,25.91,31.11,19.9,34.74,72.84
2007-12-31,44.99,53.24,33.24,92.13,111.65,27.31,31.605,20.33,36.58,73.94
2008-01-07,46.43,52.02,32.28,89.17,108.1,26.66,30.685,19.04,35.6,73.42
2008-01-14,45.02,47.95,30.54,82.78,97.59,22.26,31.785,17.36,33.45,72.68
2008-01-21,45.0,42.77,29.85,83.27,101.83,22.69,31.805,16.65,34.0,69.7
2008-01-28,40.19,43.34,28.12,84.17,101.22,18.63,29.395,18.03,31.99,65.13
2008-02-04,42.94,47.8,28.8,92.83,106.1,20.5,29.275,19.07,32.6,64.68
2008-02-11,42.03,45.7,30.07,89.0,105.02,20.1215,28.7,20.6,29.07,65.04
2008-02-18,43.58,45.08,32.03,88.1,106.53,20.9,29.96,21.21,28.34,67.16
2008-02-25,45.36,44.55,32.19,89.25,105.0,20.16,29.05,20.45,28.17,66.31
2008-03-03,45.92,45.81,32.89,90.97,114.38,20.69,29.76,20.96,28.38,67.68
2008-03-10,46.0,42.65,31.87,90.31,115.71,20.0,29.685,19.74,27.59,66.05
2008-03-17,44.52,43.83,31.19,88.16,116.49,21.2,29.735,20.18,29.28,66.66
2008-03-24,43.52,43.71,31.72,86.92,118.41,21.752,29.705,20.09,29.482,68.54
2008-03-31,42.7,47.51,32.08,91.45,117.97,22.27,30.705,21.58,29.14,69.54
2008-04-07,41.92,47.09,31.91,97.71,116.49,21.97,30.72,21.2,29.4999,71.14
2008-04-14,43.23,46.47,31.07,96.05,116.27,21.08,30.255,21.29,28.75,70.65
2008-04-21,44.16,43.15,29.93,93.67,117.17,20.91,30.47,20.92,28.25,70.23
2008-04-28,47.28,43.97,31.29,93.57,123.67,21.99,29.945,19.03,30.25,67.47
2008-05-05,45.58,48.01,32.76,97.36,122.85,22.62,29.36,19.09,28.64,65.9
2008-05-12,44.72,50.96,33.73,97.67,122.82,23.58,29.135,18.99,29.7,66.65
2008-05-19,43.19,49.01,34.33,89.61,126.58,23.76,28.25,19.85,29.78,65.73
2008-05-26,43.96,47.31,34.09,89.82,125.18,24.09,28.545,20.09,28.76,65.86
2008-06-02,41.95,45.9,33.64,89.67,127.32,23.6,29.295,20.1,28.44,65.07
2008-06-09,38.42,44.31,33.18,89.94,127.84,22.94,28.2,19.72,27.31,65.41
2008-06-16,37.12,44.35,33.83,90.28,125.94,22.68,29.005,20.29,27.89,66.66
2008-06-23,33.12,42.76,33.11,84.33,125.1,22.58,26.98,19.86,28.8,65.8
2008-06-30,33.16,42.1,32.22,79.98,123.46,22.41,26.685,18.4,27.73,62.86
2008-07-07,33.3,40.02,31.05,76.37,119.27,21.57,25.5,16.98,26.87,61.98
2008-07-14,32.03,41.55,29.95,77.49,123.88,20.92,25.735,17.84,25.85,63.66
2008-07-21,28.37,37.02,29.43,73.01,123.2,20.71,25.895,17.28,26.15,64.35
2008-07-28,29.97,37.99,30.41,80.48,130.0,22.09,25.675,21.04,25.8,64.1
2008-08-04,28.88,37.52,30.92,82.12,127.66,22.23,25.785,20.71,26.11,65.54
2008-08-11,25.87,38.72,31.31,83.99,128.87,23.02,27.455,20.99,26.21,67.97
2008-08-18,26.91,38.05,32.16,87.63,125.22,24.52,27.395,21.47,28.12,70.34
2008-08-25,25.34,36.73,31.75,82.91,122.56,23.59,27.165,20.55,27.32,70.72
2008-09-01,25.24,38.05,31.71,80.88,122.5,23.15,26.76,20.24,27.27,69.84
2008-09-08,24.91,40.63,32.44,84.67,118.41,22.58,25.98,19.49,27.1,70.47
2008-09-15,22.13,38.24,32.43,84.75,115.04,20.33,26.94,19.2,26.1,71.89
2008-09-22,23.0,36.07,32.51,92.0,116.05,19.48,27.425,19.22,25.99,72.0
2008-09-29,23.9,38.28,32.53,84.79,115.36,18.63,25.34,18.34,25.44,67.28
2008-10-06,21.91,35.43,30.69,79.04,116.96,18.73,26.44,18.04,26.69,69.69
2008-10-13,17.04,28.25,26.57,74.66,95.65,16.02,24.65,16.52,23.23,66.25
2008-10-20,18.1,28.19,25.68,70.75,93.6,15.93,21.865,14.78,24.1,64.1
2008-10-27,19.47,26.39,25.31,62.44,88.86,15.25,23.015,13.95,23.36,62.96
2008-11-03,20.98,25.47,23.91,58.16,87.28,15.86,22.625,14.01,23.1,63.23
2008-11-10,24.33,29.82,26.02,68.82,93.4,16.26,23.015,15.35,23.53,66.07
2008-11-17,24.16,22.4,21.78,66.5,82.74,13.93,22.22,14.62,21.2,63.82
2008-11-24,25.79,19.38,20.67,64.79,80.08,13.11,21.745,12.77,19.62,64.25
2008-12-01,27.04,21.37,22.03,67.12,80.65,13.13,22.535,13.04,19.99,63.18
2008-12-08,26.12,20.76,21.46,67.08,79.84,13.28,21.965,13.42,19.15,61.44
